items,,,,,,,,,,,,
PAC1588,APP0656,,,,,,,,,,,
NTE0007,OWC0094,SAM0069,KIN0150,,,,,,,,,
SYN0133,WDT0177,,,,,,,,,,,
APP0404,LAC0199,DLK0072,PAC0486,BEL0223,,,,,,,,
APP0017,APP1208,,,,,,,,,,,
SYN0140,WDT0177,,,,,,,,,,,
SYN0121,WDT0177,,,,,,,,,,,
WAC0185,WAC0034,,,,,,,,,,,
SPE0155,APP0695,,,,,,,,,,,
KEN0206,SAN0106,,,,,,,,,,,
THU0019,SAN0084,,,,,,,,,,,
PHI0066,PHI0073,,,,,,,,,,,
OTT0133,GRT0355,,,,,,,,,,,
APP0692,GRT0369,,,,,,,,,,,
LIF0089,SAT0008,,,,,,,,,,,
SAT0044,PHI0070,,,,,,,,,,,
SEA0100,SAN0093,,,,,,,,,,,
SAM0068,OWC0018,OWC0086,,,,,,,,,,
IFX0073,IFX0039,IFX0015,,,,,,,,,,
SYN0121,SAM0067,,,,,,,,,,,
IFX0039,TRK0003,,,,,,,,,,,
WDT0135,SYN0122,,,,,,,,,,,
PAC1498,IFX0144,OWC0040-2,NTE0038,,,,,,,,,
SYN0180,WDT0177,,,,,,,,,,,
APP1639,APP1641,,,,,,,,,,,
APP1205,APP1669,,,,,,,,,,,
SAT0015,MOX0024,,,,,,,,,,,
OWC0037-2,OWC0001,SEA0096,SAM0063,,,,,,,,,
KAN0021,NTE0006,,,,,,,,,,,
WOE0006,WOE0005,PHI0055,,,,,,,,,,
ELG0034,ELG0032,,,,,,,,,,,
TIG0018,HTE0002,,,,,,,,,,,
BEL0165,TPL0032,,,,,,,,,,,
APP0921,MUV0145,MOS0059,,,,,,,,,,
SAT0028,SAT0005,SAT0037,ELG0042,PAC1394,,,,,,,,
SPE0162,MOX0009,,,,,,,,,,,
OTT0130,APP0692,SAT0017,,,,,,,,,,
WIT0024,HTE0003,,,,,,,,,,,
TRA0004,IFX0014,,,,,,,,,,,
PAC0617,OWC0181-2,,,,,,,,,,,
APP0921,TPL0032,,,,,,,,,,,
LIF0099,LIF0070,LIF0072,,,,,,,,,,
MOS0204,BEL0292,,,,,,,,,,,
IFX0013,MOX0012,GRT0421,,,,,,,,,,
SAN0128,SAN0127,,,,,,,,,,,
PAC1729,TOS0014,,,,,,,,,,,
OWC0036-2,KAN0022,,,,,,,,,,,
APP1146,WOE0002,,,,,,,,,,,
WIT0026,APP1041,APP1915,,,,,,,,,,
BEL0206,SPE0135,APP0921,,,,,,,,,,
TAM0006,PAR0044,HTE0004,,,,,,,,,,
HTE0001,HTE0003,,,,,,,,,,,
OTT0153,BEL0280,MUV0162,,,,,,,,,,
OWC0142,SEA0038,,,,,,,,,,,
TRK0005,NOD0002,,,,,,,,,,,
APP1208,JMO0050,APP0691,APP1459,,,,,,,,,
SAN0155,SAN0129,,,,,,,,,,,
ELG0033,LEX0010,,,,,,,,,,,
ELG0033,ELG0034,,,,,,,,,,,
BOS0037,WHO0002,MUV0165,,,,,,,,,,
KAN0037,SAT0048,ZAG0016,APP1565,MAC0136,,,,,,,,
BOO0075,STA0054,,,,,,,,,,,
IFX0028,APP0692,IFX0087,,,,,,,,,,
NEA0004,NEA0009,NEA0011,,,,,,,,,,
BEL0227,WDT0369,,,,,,,,,,,
CRU0026-2,SAM0067,,,,,,,,,,,
MOS0148,STA0012,,,,,,,,,,,
BEA0026,APP0017,,,,,,,,,,,
APP0431,OTT0127,,,,,,,,,,,
ELG0042,OTT0137,,,,,,,,,,,
TWS0043,KUA0020,KUA0011,,,,,,,,,,
MOS0079,OTT0156,NTE0072,,,,,,,,,,
NTE0007,SAM0069,WDT0357,,,,,,,,,,
NTE0007,OWC0094,,,,,,,,,,,
APP1495,APP1215,APP1622,IFX0028,TWS0060,,,,,,,,
SAT0005,SAT0004,,,,,,,,,,,
SPE0177,BEL0280,MUV0166,,,,,,,,,,
FCM0016-2,SAM0067,,,,,,,,,,,
APP1758,APP1754,,,,,,,,,,,
WDT0169,OSM0001,,,,,,,,,,,
OTR0039,IFX0027,SEA0096,,,,,,,,,,
STA0027,NTE0090,,,,,,,,,,,
TRK0005,NOD0002,,,,,,,,,,,
SAT0007,APP1210,,,,,,,,,,,
MOS0007,THU0019,,,,,,,,,,,
ADN0018,ADN0037,,,,,,,,,,,
APP0431,WAC0148,APP1744,,,,,,,,,,
HTE0004,TRK0003,,,,,,,,,,,
IFX0049,OWC0007,IFX0135,,,,,,,,,,
SPE0134,ELG0032,,,,,,,,,,,
TRA0010,WDT0357,XOO0005,LMP0017,,,,,,,,,
APP1622,APP1215,APP1486,,,,,,,,,,
SAT0027,SAN0148,,,,,,,,,,,
SYN0121,WDT0177,,,,,,,,,,,
SYN0122,WDT0177,,,,,,,,,,,
OTT0154,IOT0018,,,,,,,,,,,
OTT0134,ELG0033,,,,,,,,,,,
ELG0033,CRU0044,,,,,,,,,,,
DLL0020,STA0010,,,,,,,,,,,
CRU0026-2,IFX0006,,,,,,,,,,,
NEA0003,PHI0070,,,,,,,,,,,
PUR0139,BEL0256,,,,,,,,,,,
LOG0142,TWS0040,,,,,,,,,,,
BEL0203,LOG0201,IHE0017,OBL0001,,,,,,,,,
CRU0016-2,OWC0007,,,,,,,,,,,
SAN0127,SAN0128,,,,,,,,,,,
APP0692,MUV0141,,,,,,,,,,,
BEZ0152,SPE0127,,,,,,,,,,,
APP1129,MOX0009,,,,,,,,,,,
NTE0025,APP0404,KAN0046,,,,,,,,,,
PIE0022,IFX0138,IFX0137,MOX0008,WOE0001,,,,,,,,
KAN0046,KUA0019,APP0692,,,,,,,,,,
SAM0068,OWC0007,MAC0116,,,,,,,,,,
TPL0033,APP0017,,,,,,,,,,,
CRU0044,MAC0116,,,,,,,,,,,
OTT0097,OTT0094,,,,,,,,,,,
SPE0060,LAC0166,,,,,,,,,,,
CRU0016-2,SAT0005-A,,,,,,,,,,,
ZAG0023,APP1637,,,,,,,,,,,
IFX0019,IFX0015,,,,,,,,,,,
APP0601,LOG0078,,,,,,,,,,,
APP1914,STA0040,APP1041,,,,,,,,,,
LAC0147,LAC0193,,,,,,,,,,,
WDT0135,SYN0121,,,,,,,,,,,
PAC0748,TPL0020,,,,,,,,,,,
PAC0725,NTE0105,,,,,,,,,,,
OWC0094,CRU0016-2,SAM0068,STA0012,,,,,,,,,
KAN0012-A,IFX0057,,,,,,,,,,,
IFX0132,IFX0136,,,,,,,,,,,
TRA0004,SAN0161,,,,,,,,,,,
MYF0001,MYF0006,,,,,,,,,,,
TRA0033,TUC0270,,,,,,,,,,,
OTT0142,IFR0007,MUV0170,,,,,,,,,,
ELG0033,OWC0007,LEX0031,,,,,,,,,,
SAM0067,OWC0046,,,,,,,,,,,
MUV0162,LOG0078,,,,,,,,,,,
APP0696,APP1208,APP1459,,,,,,,,,,
OWC0097-A,OWC0098,,,,,,,,,,,
APP1639,BEL0266,APP1638,,,,,,,,,,
OWC0173,STA0033,,,,,,,,,,,
TPL0032,KAN0046,,,,,,,,,,,
APP0601,LOG0078,,,,,,,,,,,
KIN0155,FCM0022,,,,,,,,,,,
NTE0014,MOS0015,,,,,,,,,,,
MUV0178,IFX0028,,,,,,,,,,,
PHI0057,PHI0066,,,,,,,,,,,
APP0953,APP0404,SEA0095,,,,,,,,,,
SEA0038,ZAG0022,,,,,,,,,,,
SYN0133,WDT0177,,,,,,,,,,,
SEA0038,NTE0020,,,,,,,,,,,
LAC0180,APP1913,,,,,,,,,,,
BEL0286,WOE0001,,,,,,,,,,,
LAC0086,SAN0149,,,,,,,,,,,
SAT0002,SAT0028,BEL0224,,,,,,,,,,
CEL0022,MUV0166,,,,,,,,,,,
SAT0033,LMP0010,,,,,,,,,,,
LGE0030,SAT0034,,,,,,,,,,,
KIN0153-2,APP0694,,,,,,,,,,,
BEL0186,JMO0047,KEU0001,TPL0032,,,,,,,,,
PHI0070,PHI0071,,,,,,,,,,,
JAW0034,ELG0042,,,,,,,,,,,
WDT0135,QNA0160,,,,,,,,,,,
SYN0121,WDT0135,,,,,,,,,,,
BEL0258,BEL0264,APP1136,,,,,,,,,,
APP0692,APP0979,,,,,,,,,,,
SAM0109,FCM0003-2,,,,,,,,,,,
JAW0034,SAN0151,,,,,,,,,,,
APP0865,BEL0243,,,,,,,,,,,
NTE0097,IFX0003,,,,,,,,,,,
OWC0123,FCM0004,WDT0310,,,,,,,,,,
ELG0033,ELG0034,,,,,,,,,,,
WDT0211,FCM0021-2,,,,,,,,,,,
SAN0140,APP0692,,,,,,,,,,,
OWC0035-2,SAM0067,,,,,,,,,,,
CRU0026-2,CRU0045,,,,,,,,,,,
CRU0016-2,OWC0007,,,,,,,,,,,
WAC0026,ADN0026,,,,,,,,,,,
BEL0257,SPE0159,,,,,,,,,,,
PIE0025,PIE0022,IFX0009,,,,,,,,,,
BEL0271,BEL0282,,,,,,,,,,,
BEL0264,TWS0099,,,,,,,,,,,
JAW0042,JAW0034,,,,,,,,,,,
PIE0003,PIE0001,,,,,,,,,,,
SPE0163,MOX0010,,,,,,,,,,,
OWC0094,IFX0131,WDT0169,,,,,,,,,,
CRU0046,MAC0116,,,,,,,,,,,
OTR0069,SYN0092,SEA0033,,,,,,,,,,
BEL0170,TRK0005,,,,,,,,,,,
FCM0003-2,KIN0156,,,,,,,,,,,
MOX0012,WOE0001,,,,,,,,,,,
DLK0110,PAC1471,,,,,,,,,,,
PAC0743,CRU0017-2,,,,,,,,,,,
SAT0030,THU0019,,,,,,,,,,,
APP1579,WDT0357,,,,,,,,,,,
CRU0015-2,PAC1391,PAC1483,,,,,,,,,,
ZAG0016,APP1188,,,,,,,,,,,
MOS0132,OTT0136,OTT0139,,,,,,,,,,
GRT0420,SAN0155,,,,,,,,,,,
MOS0186,PAC1393,,,,,,,,,,,
OTT0121,APP0393,,,,,,,,,,,
JAW0034,WOE0003,,,,,,,,,,,
APP0477,TUC0219,,,,,,,,,,,
CEL0030,MOP0069,,,,,,,,,,,
WOE0005,WOE0004,,,,,,,,,,,
APP0692,APP0921,,,,,,,,,,,
APP1484,APP1622,,,,,,,,,,,
MUV0141,SYN0122,WDT0243,,,,,,,,,,
SAN0092,BEL0255,,,,,,,,,,,
MUV0178,MUV0177,,,,,,,,,,,
BEL0227-A,STA0027,SAT0004,,,,,,,,,,
APP1847,APP1039,,,,,,,,,,,
THU0038,SAT0034,,,,,,,,,,,
OWC0018,CRU0047,OWC0210,OTR0039,BEZ0152,,,,,,,,
SPE0166,LAC0206,,,,,,,,,,,
BEL0170,SAT0027,,,,,,,,,,,
APP0692,KIN0144,,,,,,,,,,,
QNA0144,WDT0135,,,,,,,,,,,
FCM0003-2,OWC0007,,,,,,,,,,,
GRT0419,APP1042,APP1037,LAC0181,,,,,,,,,
JMO0085-A,MOX0012,,,,,,,,,,,
APP1208,SAT0004,,,,,,,,,,,
KAN0046,APP1171,APP1565,,,,,,,,,,
APP1134,BEL0207,,,,,,,,,,,
BEL0228,TUC0271,,,,,,,,,,,
OWC0054,OWC0056,,,,,,,,,,,
BEL0209,BEL0208,,,,,,,,,,,
JAW0034,JBL0097,,,,,,,,,,,
APP0405-A,HGD0006,,,,,,,,,,,
MAC0131,BEL0209,BEL0189,BEL0282,,,,,,,,,
LEX0033,SAN0093,,,,,,,,,,,
SPE0178,BEL0279,,,,,,,,,,,
WDT0134,WDT0177,WDT0338,,,,,,,,,,
IFX0016,IFX0029,,,,,,,,,,,
APP1209,APP1210,,,,,,,,,,,
SAT0004,SAT0030,,,,,,,,,,,
TRK0005,BEL0238,ZAG0016,,,,,,,,,,
SAT0001,STA0044,SAT0033,,,,,,,,,,
APP1215,BEL0260,,,,,,,,,,,
APP1671,APP1639,,,,,,,,,,,
TWS0098,ELG0033,,,,,,,,,,,
PAC1285,WDT0177,,,,,,,,,,,
PHI0063,PHI0057,,,,,,,,,,,
MOS0187,MOS0127,,,,,,,,,,,
ELG0040,PHI0070,,,,,,,,,,,
PHI0070,PHI0053,,,,,,,,,,,
PAC1525,PAC1394,ELG0034,OSM0004,ELG0042,MUV0162,,,,,,,
APP0696,APP0692,APP1008,,,,,,,,,,
STM0092,MOS0015,SAT0035,MOS0007,,,,,,,,,
PHI0060,PHI0053,,,,,,,,,,,
BEL0186,TPL0032,,,,,,,,,,,
PHI0066,ELG0042,,,,,,,,,,,
NTE0007,CRU0045,,,,,,,,,,,
APP1646,GRT0424,PUR0144,BEL0280,MOX0008,,,,,,,,
LOG0154,LOG0078,,,,,,,,,,,
CRU0046,TUC0273,,,,,,,,,,,
PHI0070,PHI0063,,,,,,,,,,,
APP1459,APP1208,,,,,,,,,,,
MUV0161,JAW0034,,,,,,,,,,,
BEL0274,BEL0282,,,,,,,,,,,
PIE0001,PIE0022,,,,,,,,,,,
KAN0046,ZAG0023,WOE0001,APP1464,CYG0067,ZAG0016,,,,,,,
PQI0002,SAN0155,,,,,,,,,,,
IFX0049,APP0696,IFX0007,,,,,,,,,,
SAT0008,MUV0162,OTT0155,,,,,,,,,,
LEX0033,SAN0150,,,,,,,,,,,
APP1677,OTT0142,,,,,,,,,,,
SAN0148,RAI0012,,,,,,,,,,,
SAT0008,LIF0091,GRT0451,BEL0192,,,,,,,,,
SAM0109,SEV0019,,,,,,,,,,,
GTE0075,SAM0065,,,,,,,,,,,
APP1114,WDT0360,,,,,,,,,,,
WDT0243,WDT0311,,,,,,,,,,,
KUA0016,PUR0101,MOP0069,,,,,,,,,,
OPU0004,APP0692,,,,,,,,,,,
WDT0310,FCM0010,FCM0005,,,,,,,,,,
APP0660,APP1184,,,,,,,,,,,
DRO0018,WDT0309,SAT0004,KEN0232,,,,,,,,,
PAC1525,ELG0042,,,,,,,,,,,
PAC1493,IFX0044,,,,,,,,,,,
SAM0067,OWC0094,NTE0007,,,,,,,,,,
LAC0204,APP0692,,,,,,,,,,,
CRU0026-2,CRU0046,OWC0001,,,,,,,,,,
BEL0264,XDO0012,,,,,,,,,,,
DRO0018,APP0692,,,,,,,,,,,
PAC0647,KIN0149,,,,,,,,,,,
PAC0707,IFX0010,,,,,,,,,,,
PAC0773,OWC0086-4,OWC0018,,,,,,,,,,
APP1483,TWS0097,,,,,,,,,,,
KIN0124-2,LAC0192,,,,,,,,,,,
OTT0127,IFX0016,,,,,,,,,,,
TRA0004,THU0035,MAC0116,APP0692,SAT0003,SAT0034,,,,,,,
KIN0144,LEX0026,,,,,,,,,,,
EIZ0011,PAC0617,,,,,,,,,,,
PAC0513,KIN0144,,,,,,,,,,,
NTE0039,KAN0011,,,,,,,,,,,
MOS0133,APP0921,,,,,,,,,,,
TWS0098,NOM0010,,,,,,,,,,,
SEA0038,KIN0144,,,,,,,,,,,
SAM0109,NTE0056,,,,,,,,,,,
LGE0038,APP1913,TPL0032,,,,,,,,,,
APP0692,APP0691,APP0979,,,,,,,,,,
WOE0001,BEL0287,,,,,,,,,,,
APP1459,BNQ0043,,,,,,,,,,,
TWS0043,KAN0012,SAT0009,,,,,,,,,,
APP0921,MAC0116,,,,,,,,,,,
APP0692,APP0691,,,,,,,,,,,
APP0921,SAT0027,APP0692,,,,,,,,,,
IOT0001,BEL0190,,,,,,,,,,,
WAC0145,WAC0143,,,,,,,,,,,
BEL0227,ICA0062,SPE0137,,,,,,,,,,
APP1485,ADN0018,,,,,,,,,,,
PHI0066,PHI0063,PHI0071,,,,,,,,,,
BEL0194,SAN0092,,,,,,,,,,,
BEL0240,BEL0241,,,,,,,,,,,
LEX0014,SAN0128,,,,,,,,,,,
PAC0765,FCM0016-2,,,,,,,,,,,
BEL0216,KIN0116,,,,,,,,,,,
NEA0001,TRK0003,,,,,,,,,,,
LEX0033,LEX0009,,,,,,,,,,,
THU0032,APP1913,,,,,,,,,,,
OTT0114,MOX0013,,,,,,,,,,,
BEL0200,GRT0420,BEL0192,,,,,,,,,,
KAN0011,IOT0016,,,,,,,,,,,
FCM0020-2,APP1459,,,,,,,,,,,
GRT0419,APP1679,,,,,,,,,,,
SEA0100,IFX0045,,,,,,,,,,,
APP1459,RAI0015,BEL0209,BEL0207,,,,,,,,,
SAN0126,KEN0206,,,,,,,,,,,
LAC0176,APP1038,APP1565,BEL0219,,,,,,,,,
APP0979,APP0692,,,,,,,,,,,
LGE0031,NTE0026,,,,,,,,,,,
NDE0009,MUV0170,,,,,,,,,,,
LIF0070,LIF0075,,,,,,,,,,,
BNQ0047,TPL0031,,,,,,,,,,,
WOE0001,MOS0126,,,,,,,,,,,
SNN0031,OWC0206,,,,,,,,,,,
APP0921,OWC0184,,,,,,,,,,,
APP0921,APP0979,APP0691,,,,,,,,,,
SAM0068,CRU0026-2,,,,,,,,,,,
SAT0003,NTE0076,,,,,,,,,,,
IFX0049,IFX0036,,,,,,,,,,,
BNQ0037,TOS0012,,,,,,,,,,,
APP1208,LOG0218,,,,,,,,,,,
TWS0043,TPL0032,APP1495,APP1215,,,,,,,,,
IHE0019,MOS0125,,,,,,,,,,,
OTT0136,APP0921,SAN0126,BEL0277,,,,,,,,,
PAC1391,SEV0035,SAN0130,,,,,,,,,,
OTT0158,BEL0283,,,,,,,,,,,
WDT0368,APP0921,,,,,,,,,,,
SAN0157,KIN0131,,,,,,,,,,,
CEL0031,RAI0009,,,,,,,,,,,
APP0692,APP0921,,,,,,,,,,,
LOG0155,APP1744,,,,,,,,,,,
SAN0084,STA0054,,,,,,,,,,,
APP0692,APP0691,APP0921,,,,,,,,,,
PAR0067,SAT0010,CEL0023,,,,,,,,,,
APP0921,APP0692,,,,,,,,,,,
APP1509,APP1188,GRT0394,,,,,,,,,,
SYN0133,WDT0135,,,,,,,,,,,
OWC0007,KIN0153-2,,,,,,,,,,,
GRT0435,MOP0066,,,,,,,,,,,
LOG0169,BEA0055,,,,,,,,,,,
APP1847,BEZ0181,,,,,,,,,,,
PAC1527,IFX0006,IFX0049,,,,,,,,,,
WDT0368,WDT0303,,,,,,,,,,,
APP1041,APP1914,,,,,,,,,,,
PAC0358,WDT0357,,,,,,,,,,,
CRU0046,OWC0001-A,SEA0043,,,,,,,,,,
APP0893,SAM0110,NTE0087,,,,,,,,,,
APP1523,OTT0139,,,,,,,,,,,
PHI0057,ELG0033,,,,,,,,,,,
NTE0007,SAN0064,,,,,,,,,,,
PHI0057,NEA0003,,,,,,,,,,,
PAC1392,BEL0208,BEL0204,BEL0209,,,,,,,,,
SAT0004,APP1208,,,,,,,,,,,
XDO0036,ZAG0015,,,,,,,,,,,
APP0692,APP0691,,,,,,,,,,,
APP0695,APP0693,,,,,,,,,,,
APP0692,APP0921,,,,,,,,,,,
KUA0020,WOE0001,,,,,,,,,,,
PAC0483,APP0017,,,,,,,,,,,
SAT0027,HGD0006,SAT0004,,,,,,,,,,
JBL0098,MOS0076,MOX0008,,,,,,,,,,
APP1209,IFX0015,,,,,,,,,,,
NTE0039-A,BEL0254,,,,,,,,,,,
MOS0132,MOS0141,,,,,,,,,,,
THU0007,THU0017,,,,,,,,,,,
SYN0140,WDT0177,,,,,,,,,,,
IFX0087,IFX0040,IFX0028,,,,,,,,,,
APP0692,APP0979,,,,,,,,,,,
OWC0153-4,OWC0054-2,,,,,,,,,,,
CRU0015-2,OWC0007,,,,,,,,,,,
BEL0283,GRT0440,,,,,,,,,,,
BEL0170,JAW0042,,,,,,,,,,,
KIN0125-2,WAC0214,,,,,,,,,,,
SAN0093,KIN0084,,,,,,,,,,,
NTE0092,DLK0006,,,,,,,,,,,
APP1101,APP0692,BEL0254,,,,,,,,,,
APP0393,KAN0007,RAI0009,APP0696,,,,,,,,,
LOG0078,JBL0116,,,,,,,,,,,
OWC0140,PAC0617,SEA0083,,,,,,,,,,
WAC0168,WAC0034,,,,,,,,,,,
MAC0096,BEL0208,,,,,,,,,,,
SYN0141,SEA0099,,,,,,,,,,,
FCM0020,LEX0014,,,,,,,,,,,
APP0393,LEX0033,,,,,,,,,,,
BEL0192,SAT0008,,,,,,,,,,,
FCM0004,FCM0012,NTE0011,,,,,,,,,,
APP0692,BEL0208,,,,,,,,,,,
WDT0134,QNA0172,,,,,,,,,,,
TUC0089,LOG0197,APP0921,,,,,,,,,,
PAC1232,APP1833,APP1039,,,,,,,,,,
HAR0012,HTE0001,,,,,,,,,,,
APP1184,APP0659,,,,,,,,,,,
OWC0154,OWC0187,,,,,,,,,,,
APP0692,APP0921,,,,,,,,,,,
SAM0067,FCM0003-2,,,,,,,,,,,
OWC0094,PAC0765,SEA0038,,,,,,,,,,
TOS0012,LAC0206,,,,,,,,,,,
CRU0026,SAN0130,,,,,,,,,,,
PAC0588,LGE0033,BEL0228,APP0017,LOG0184,LOG0198,LGE0039,,,,,,
FCM0004-2,NTE0091,,,,,,,,,,,
PEB0009,APP0430,,,,,,,,,,,
WAC0165,KIN0144,,,,,,,,,,,
SAT0035,MOS0148,SAT0042,KIN0144,,,,,,,,,
WDT0353,WDT0355,WDT0365,,,,,,,,,,
CRU0016-2,OWC0007,,,,,,,,,,,
IFX0057,LIF0073-A,,,,,,,,,,,
KIN0144,LEX0011,SAN0134,,,,,,,,,,
APP0394,APP0694,ADN0039,,,,,,,,,,
SEA0100,UAG0021,,,,,,,,,,,
KIN0073,FCM0020-2,,,,,,,,,,,
APP1194,KIN0155,,,,,,,,,,,
APP0095,CRU0015-2,,,,,,,,,,,
APP1184,APP1660,APP1691,,,,,,,,,,
IOT0016,MUV0136,,,,,,,,,,,
PAC1234,TUC0270,,,,,,,,,,,
PAC0616,SAM0068,,,,,,,,,,,
TUC0197,APP0691,,,,,,,,,,,
SAT0042,JMO0082,OTT0155,,,,,,,,,,
LMP0001,TPL0032,,,,,,,,,,,
BEL0192,APP0692,,,,,,,,,,,
BEL0192,GRT0451,,,,,,,,,,,
BEL0192,PHI0066,DLK0068-A,,,,,,,,,,
BEL0192,THU0027,,,,,,,,,,,
LGE0038,STA0032,,,,,,,,,,,
BEL0192,KEN0160,STA0020,PIE0025,PAC1393,,,,,,,,
APP1666,BEL0283,APP1184,APP1663,,,,,,,,,
BEL0192,IFR0007,,,,,,,,,,,
BEL0234,KIN0067,LEX0010,,,,,,,,,,
BEL0192,TPL0011,,,,,,,,,,,
BEL0192,PIE0022,,,,,,,,,,,
WDT0135-A,TPL0032,,,,,,,,,,,
BEL0192,GRT0451,,,,,,,,,,,
BEL0192,BEL0276,,,,,,,,,,,
IFX0042,IFX0044,,,,,,,,,,,
TWS0099,BEZ0185,,,,,,,,,,,
APP1039,SPE0133,,,,,,,,,,,
SAN0133,FCM0003-2,OWC0048,CRU0046,,,,,,,,,
LAC0135,CRU0044,,,,,,,,,,,
BEL0192,BAN0008,BAN0007,,,,,,,,,,
CEL0022,BEL0192,,,,,,,,,,,
PAC0957,PAC1157,RAI0013,,,,,,,,,,
LEE0005,KIN0134,,,,,,,,,,,
SNN0013,BEL0192,,,,,,,,,,,
LEX0031,BEL0186,SAN0165,,,,,,,,,,
WDT0352,ICA0063,,,,,,,,,,,
MUV0170,MOS0059,,,,,,,,,,,
APP1039,APP1040,,,,,,,,,,,
IFX0015,IFX0016,,,,,,,,,,,
APP0921,WOE0007,,,,,,,,,,,
CRU0046,KIN0149-2,OWC0007,,,,,,,,,,
BEL0192,HTE0002,,,,,,,,,,,
BEL0192,ZAG0016,,,,,,,,,,,
GRT0419,APP1042,HTE0005,,,,,,,,,,
BEL0192,MOS0177,GRT0451,,,,,,,,,,
MOS0148,KAN0026,STA0012,LAC0218,,,,,,,,,
LIF0106,LIF0091,,,,,,,,,,,
IFX0039,IFX0142,,,,,,,,,,,
GRT0391,BEL0192,,,,,,,,,,,
BEL0192,SHE0031,,,,,,,,,,,
OWC0171,APP1039,STA0030,,,,,,,,,,
APP1195,APP1215,,,,,,,,,,,
STA0056,PAC1544,LGE0046,,,,,,,,,,
APP0696,IFX0049,,,,,,,,,,,
PHI0070,PAC1394,,,,,,,,,,,
OWC0183,SAN0137,,,,,,,,,,,
RAI0015,APP0602,,,,,,,,,,,
TWS0098,CEL0046,SAT0009,,,,,,,,,,
THU0036,GRT0419,,,,,,,,,,,
BEL0278,LEX0024,,,,,,,,,,,
BEL0282,BEL0272,,,,,,,,,,,
ZAG0023,BEL0254,KIN0143,,,,,,,,,,
BEL0192,WOE0006,,,,,,,,,,,
TUC0247,MOS0015,,,,,,,,,,,
NTE0052,MOX0007,IFX0015,,,,,,,,,,
APP0999,BEZ0152,,,,,,,,,,,
BEL0192,APP0979,APP1679,APP0921,,,,,,,,,
APP1184,APP1014,,,,,,,,,,,
IFX0039,IFX0023,,,,,,,,,,,
SAN0150,SAN0148,,,,,,,,,,,
IFX0049,KEN0075,APP0094,THU0019,WDT0359,,,,,,,,
OWC0007,CRU0015,PAC1554,,,,,,,,,,
BEL0192,LEX0031,,,,,,,,,,,
NEA0010,PHI0063,PHI0057,,,,,,,,,,
QNA0171,WDT0177,,,,,,,,,,,
LEX0020,ADN0029,,,,,,,,,,,
APP1204,OWC0113,,,,,,,,,,,
APP0692,APP0979,,,,,,,,,,,
PAC0647,THU0007,,,,,,,,,,,
IFX0057,IFX0039,,,,,,,,,,,
MDT0005,MOS0117,,,,,,,,,,,
APP1634,BEL0282,GRT0443,,,,,,,,,,
IFX0014,IFX0036,APP0694,,,,,,,,,,
TWS0098,ELG0033,GRT0369,,,,,,,,,,
APP0921,KAN0046,KUA0003,,,,,,,,,,
BEL0192,KEU0001,,,,,,,,,,,
CRU0045-A,OWC0018-A,,,,,,,,,,,
BOO0062,APP0393,,,,,,,,,,,
